Blackcleave Cliffs,Blackcleave Cliffs,Blackcleave Cliffs,Blackcleave Cliffs,Blood Crypt,Bloodstained Mire,Bloodstained Mire,Bloodstained Mire,Forest,Forest,Overgrown Tomb,Overgrown Tomb,Raging Ravine,Raging Ravine,Raging Ravine,Stomping Ground,Swamp,Swamp,Treetop Village,Twilight Mire,Verdant Catacombs,Verdant Catacombs,Verdant Catacombs,Verdant Catacombs,Bloodbraid Elf,Bloodbraid Elf,Bloodbraid Elf,Bloodbraid Elf,Dark Confidant,Dark Confidant,Dark Confidant,Dark Confidant,Scavenging Ooze,Scavenging Ooze,Tarmogoyf,Tarmogoyf,Tarmogoyf,Tarmogoyf,Tireless Tracker,Abrupt Decay,Fatal Push,Inquisition of Kozilek,Inquisition of Kozilek,Inquisition of Kozilek,Inquisition of Kozilek,Kolaghan\'s Command,Kolaghan\'s Command,Lightning Bolt,Lightning Bolt,Lightning Bolt,Lightning Bolt,Maelstrom Pulse,Terminate,Thoughtseize,Thoughtseize,Liliana of the Veil,Liliana of the Veil,Liliana of the Veil,Liliana of the Veil,"Liliana, the Last Hope"
Blackcleave Cliffs,Blackcleave Cliffs,Blood Crypt,Bloodstained Mire,Blooming Marsh,Blooming Marsh,Copperline Gorge,Forest,Overgrown Tomb,Stomping Ground,Swamp,Swamp,Verdant Catacombs,Verdant Catacombs,Verdant Catacombs,Verdant Catacombs,Wooded Foothills,Wooded Foothills,Deadshot Minotaur,Deadshot Minotaur,Deadshot Minotaur,Deadshot Minotaur,Desert Cerodon,Desert Cerodon,Desert Cerodon,Fulminator Mage,Fulminator Mage,Monstrous Carabid,Monstrous Carabid,Monstrous Carabid,Monstrous Carabid,Pale Recluse,Shriekmaw,Shriekmaw,Simian Spirit Guide,Simian Spirit Guide,Simian Spirit Guide,Simian Spirit Guide,Street Wraith,Street Wraith,Street Wraith,Street Wraith,Twisted Abomination,Beast Within,Beast Within,Beast Within,Demonic Dread,Demonic Dread,Demonic Dread,Kari Zev\'s Expertise,Living End,Living End,Living End,Violent Outburst,Violent Outburst,Violent Outburst,Violent Outburst,Blood Moon,Blood Moon,Blood Moon
Forest,Forest,Forest,Forest,Forest,Ghost Quarter,Sanctum of Ugin,Urza\'s Mine,Urza\'s Mine,Urza\'s Mine,Urza\'s Mine,Urza\'s Power Plant,Urza\'s Power Plant,Urza\'s Power Plant,Urza\'s Power Plant,Urza\'s Tower,Urza\'s Tower,Urza\'s Tower,Urza\'s Tower,"Emrakul, the Promised End","Ulamog, the Ceaseless Hunger","Ulamog, the Ceaseless Hunger",Walking Ballista,Walking Ballista,World Breaker,Wurmcoil Engine,Wurmcoil Engine,Wurmcoil Engine,All Is Dust,Ancient Stirrings,Ancient Stirrings,Ancient Stirrings,Ancient Stirrings,Dismember,Dismember,Sylvan Scrying,Sylvan Scrying,Sylvan Scrying,Sylvan Scrying,Chromatic Sphere,Chromatic Sphere,Chromatic Sphere,Chromatic Sphere,Chromatic Star,Chromatic Star,Chromatic Star,Chromatic Star,Expedition Map,Expedition Map,Expedition Map,Expedition Map,Karn Liberated,Karn Liberated,Karn Liberated,Karn Liberated,Oblivion Stone,Oblivion Stone,Oblivion Stone,"Ugin, the Spirit Dragon","Ugin, the Spirit Dragon"
Blinkmoth Nexus,Blinkmoth Nexus,Blinkmoth Nexus,Blinkmoth Nexus,Darksteel Citadel,Darksteel Citadel,Darksteel Citadel,Darksteel Citadel,Inkmoth Nexus,Inkmoth Nexus,Inkmoth Nexus,Inkmoth Nexus,Island,Mountain,Spire of Industry,Spire of Industry,Spire of Industry,Arcbound Ravager,Arcbound Ravager,Arcbound Ravager,Arcbound Ravager,Etched Champion,Etched Champion,Etched Champion,Master of Etherium,Master of Etherium,Memnite,Memnite,Memnite,Ornithopter,Ornithopter,Ornithopter,Ornithopter,Signal Pest,Signal Pest,Signal Pest,Signal Pest,Steel Overseer,Steel Overseer,Steel Overseer,Vault Skirge,Vault Skirge,Vault Skirge,Collected Company,Galvanic Blast,Galvanic Blast,Galvanic Blast,Galvanic Blast,Cranial Plating,Cranial Plating,Cranial Plating,Cranial Plating,Mox Opal,Mox Opal,Mox Opal,Mox Opal,Springleaf Drum,Springleaf Drum,Springleaf Drum,Springleaf Drum
Celestial Colonnade,Celestial Colonnade,Celestial Colonnade,Flooded Strand,Flooded Strand,Flooded Strand,Flooded Strand,Glacial Fortress,Glacial Fortress,Hallowed Fountain,Hallowed Fountain,Island,Island,Island,Plains,Sacred Foundry,Scalding Tarn,Scalding Tarn,Scalding Tarn,Scalding Tarn,Spirebluff Canal,Steam Vents,Steam Vents,Sulfur Falls,Snapcaster Mage,Snapcaster Mage,Snapcaster Mage,Torrential Gearhulk,Cryptic Command,Cryptic Command,Cryptic Command,Cryptic Command,Electrolyze,Electrolyze,Lightning Bolt,Lightning Bolt,Lightning Bolt,Lightning Helix,Lightning Helix,Lightning Helix,Logic Knot,Logic Knot,Logic Knot,Negate,Path to Exile,Path to Exile,Path to Exile,Path to Exile,Secure the Wastes,Serum Visions,Serum Visions,Serum Visions,Serum Visions,Spell Snare,Sphinx\'s Revelation,Supreme Verdict,Supreme Verdict,"Nahiri, the Harbinger",Search for Azcanta,Search for Azcanta
Ancient Ziggurat,Ancient Ziggurat,Ancient Ziggurat,Ancient Ziggurat,Cavern of Souls,Cavern of Souls,Cavern of Souls,Cavern of Souls,Horizon Canopy,Horizon Canopy,Horizon Canopy,Horizon Canopy,Plains,Seachrome Coast,Seachrome Coast,Unclaimed Territory,Unclaimed Territory,Unclaimed Territory,Unclaimed Territory,Champion of the Parish,Champion of the Parish,Champion of the Parish,Champion of the Parish,Dark Confidant,Dire Fleet Daredevil,Kitesail Freebooter,Kitesail Freebooter,Kitesail Freebooter,Kitesail Freebooter,Mantis Rider,Mantis Rider,Mantis Rider,Mantis Rider,Meddling Mage,Meddling Mage,Meddling Mage,Meddling Mage,Mirran Crusader,Noble Hierarch,Noble Hierarch,Noble Hierarch,Noble Hierarch,Phantasmal Image,Phantasmal Image,Phantasmal Image,Reflector Mage,Reflector Mage,Reflector Mage,Reflector Mage,Thalia\'s Lieutenant,Thalia\'s Lieutenant,Thalia\'s Lieutenant,Thalia\'s Lieutenant,"Thalia, Guardian of Thraben","Thalia, Guardian of Thraben","Thalia, Guardian of Thraben",Aether Vial,Aether Vial,Aether Vial,Aether Vial
Island,Island,Misty Rainforest,Misty Rainforest,Mountain,Polluted Delta,Scalding Tarn,Scalding Tarn,Scalding Tarn,Scalding Tarn,Snow-Covered Island,Spirebluff Canal,Spirebluff Canal,Spirebluff Canal,Spirebluff Canal,Steam Vents,Steam Vents,"Baral, Chief of Compliance","Baral, Chief of Compliance","Baral, Chief of Compliance","Baral, Chief of Compliance",Goblin Electromancer,Goblin Electromancer,Goblin Electromancer,Desperate Ritual,Desperate Ritual,Desperate Ritual,Desperate Ritual,Gifts Ungiven,Gifts Ungiven,Gifts Ungiven,Gifts Ungiven,Grapeshot,Grapeshot,Grapeshot,Manamorphose,Manamorphose,Manamorphose,Manamorphose,Noxious Revival,Opt,Opt,Past in Flames,Past in Flames,Pyretic Ritual,Pyretic Ritual,Pyretic Ritual,Pyretic Ritual,Remand,Remand,Remand,Repeal,Serum Visions,Serum Visions,Serum Visions,Serum Visions,Sleight of Hand,Sleight of Hand,Sleight of Hand,Sleight of Hand
Forest,Forest,Forest,Gavony Township,Gavony Township,Gavony Township,Godless Shrine,Horizon Canopy,Overgrown Tomb,Overgrown Tomb,Plains,Plains,Swamp,Temple Garden,Temple Garden,Verdant Catacombs,Verdant Catacombs,Verdant Catacombs,Verdant Catacombs,Windswept Heath,Windswept Heath,Windswept Heath,Windswept Heath,Birds of Paradise,Birds of Paradise,Birds of Paradise,Loxodon Smiter,Loxodon Smiter,Loxodon Smiter,Loxodon Smiter,Noble Hierarch,Noble Hierarch,Noble Hierarch,Noble Hierarch,Scavenging Ooze,Scavenging Ooze,Scavenging Ooze,"Thalia, Heretic Cathar","Thalia, Heretic Cathar",Troll Ascetic,Troll Ascetic,Voice of Resurgence,Voice of Resurgence,Voice of Resurgence,Voice of Resurgence,Wilt-Leaf Liege,Wilt-Leaf Liege,Wilt-Leaf Liege,Wilt-Leaf Liege,Abrupt Decay,Lingering Souls,Lingering Souls,Lingering Souls,Lingering Souls,Path to Exile,Path to Exile,Path to Exile,Thoughtseize,Thoughtseize,Worship
Academy Ruins,Darksteel Citadel,Darksteel Citadel,Darksteel Citadel,Darksteel Citadel,Field of Ruin,Ghost Quarter,Ghost Quarter,Ghost Quarter,Ghost Quarter,Inventors\' Fair,Ipnu Rivulet,Island,Island,Island,Island,Mountain,"Oboro, Palace in the Clouds",Tectonic Edge,Tolaria West,Tolaria West,Tolaria West,Tolaria West,Whir of Invention,Whir of Invention,Whir of Invention,Whir of Invention,Artificer\'s Intuition,Bottled Cloister,Chalice of the Void,Chalice of the Void,Chalice of the Void,Chalice of the Void,Crucible of Worlds,Engineered Explosives,Engineered Explosives,Ensnaring Bridge,Ensnaring Bridge,Ensnaring Bridge,Ensnaring Bridge,Expedition Map,Expedition Map,Expedition Map,Grafdigger\'s Cage,Mishra\'s Bauble,Mishra\'s Bauble,Mishra\'s Bauble,Mishra\'s Bauble,Mox Opal,Mox Opal,Mox Opal,Mox Opal,Pithing Needle,Sorcerous Spyglass,Sorcerous Spyglass,Tezzeret the Seeker,Tormod\'s Crypt,Welding Jar,Welding Jar,Witchbane Orb
Cavern of Souls,Cavern of Souls,Cavern of Souls,Island,Island,Island,Island,Island,Island,Island,Island,Island,Island,Island,"Minamo, School at Water\'s Edge",Mutavault,Mutavault,Mutavault,Mutavault,"Oboro, Palace in the Clouds",Cursecatcher,Cursecatcher,Cursecatcher,Cursecatcher,Harbinger of the Tides,Harbinger of the Tides,Harbinger of the Tides,Harbinger of the Tides,"Kopala, Warden of Waves","Kopala, Warden of Waves",Lord of Atlantis,Lord of Atlantis,Lord of Atlantis,Lord of Atlantis,Master of Waves,Master of Waves,Master of Waves,Master of Waves,Master of the Pearl Trident,Master of the Pearl Trident,Master of the Pearl Trident,Master of the Pearl Trident,Merrow Reejerey,Merrow Reejerey,Merrow Reejerey,Merrow Reejerey,Silvergill Adept,Silvergill Adept,Silvergill Adept,Silvergill Adept,Spell Pierce,Spell Pierce,Aether Vial,Aether Vial,Aether Vial,Aether Vial,Spreading Seas,Spreading Seas,Spreading Seas,Spreading Seas
Blood Crypt,Blood Crypt,Bloodstained Mire,Bloodstained Mire,Bloodstained Mire,Bloodstained Mire,Copperline Gorge,Copperline Gorge,Copperline Gorge,Dakmor Salvage,Dakmor Salvage,Mountain,Scalding Tarn,Sheltered Thicket,Steam Vents,Stomping Ground,Stomping Ground,Wooded Foothills,Wooded Foothills,Wooded Foothills,Bloodghast,Bloodghast,Bloodghast,Bloodghast,Golgari Thug,Golgari Thug,Golgari Thug,Haunted Dead,Narcomoeba,Narcomoeba,Narcomoeba,Narcomoeba,Prized Amalgam,Prized Amalgam,Prized Amalgam,Prized Amalgam,Stinkweed Imp,Stinkweed Imp,Stinkweed Imp,Stinkweed Imp,Cathartic Reunion,Cathartic Reunion,Cathartic Reunion,Cathartic Reunion,Conflagrate,Conflagrate,Conflagrate,Dark Deal,Dark Deal,Darkblast,Darkblast,Faithless Looting,Faithless Looting,Faithless Looting,Faithless Looting,Life from the Loam,Life from the Loam,Life from the Loam,Lightning Axe,Lightning Axe
Breeding Pool,Brushland,Brushland,Brushland,Cavern of Souls,Cavern of Souls,Cavern of Souls,Eldrazi Temple,Eldrazi Temple,Eldrazi Temple,Eldrazi Temple,Forest,Forest,Hallowed Fountain,Plains,Temple Garden,Windswept Heath,Windswept Heath,Windswept Heath,Windswept Heath,Yavimaya Coast,Yavimaya Coast,Yavimaya Coast,Birds of Paradise,Drowner of Hope,Drowner of Hope,Drowner of Hope,Drowner of Hope,Eldrazi Displacer,Eldrazi Displacer,Eldrazi Displacer,Eldrazi Displacer,Eldrazi Skyspawner,Eternal Witness,Matter Reshaper,Matter Reshaper,Matter Reshaper,Noble Hierarch,Noble Hierarch,Noble Hierarch,Noble Hierarch,Reality Smasher,Reality Smasher,Reality Smasher,Reality Smasher,Thought-Knot Seer,Thought-Knot Seer,Thought-Knot Seer,Thought-Knot Seer,Ancient Stirrings,Ancient Stirrings,Ancient Stirrings,Ancient Stirrings,Dismember,Path to Exile,Path to Exile,Path to Exile,Path to Exile,Stubborn Denial,Talisman of Progress
Cavern of Souls,Cavern of Souls,Cavern of Souls,Eldrazi Temple,Eldrazi Temple,Eldrazi Temple,Eldrazi Temple,Forest,Forest,Forest,Grove of the Burnwillows,Grove of the Burnwillows,Grove of the Burnwillows,Grove of the Burnwillows,Karplusan Forest,Karplusan Forest,Karplusan Forest,Karplusan Forest,Mountain,Stomping Ground,Wooded Foothills,Wooded Foothills,Birds of Paradise,Bloodbraid Elf,Bloodbraid Elf,Bloodbraid Elf,Bloodbraid Elf,Eldrazi Obligator,Eldrazi Obligator,Eldrazi Obligator,Eldrazi Obligator,Matter Reshaper,Matter Reshaper,Matter Reshaper,Matter Reshaper,Noble Hierarch,Noble Hierarch,Noble Hierarch,Reality Smasher,Reality Smasher,Reality Smasher,Reality Smasher,Scavenging Ooze,Scavenging Ooze,Thought-Knot Seer,Thought-Knot Seer,Thought-Knot Seer,Thought-Knot Seer,Ancient Stirrings,Ancient Stirrings,Ancient Stirrings,Ancient Stirrings,Dismember,Dismember,Lightning Bolt,Lightning Bolt,Lightning Bolt,Lightning Bolt,Mind Stone,Mind Stone
Forest,Forest,Forest,Forest,Forest,Ghost Quarter,Sanctum of Ugin,Urza\'s Mine,Urza\'s Mine,Urza\'s Mine,Urza\'s Mine,Urza\'s Power Plant,Urza\'s Power Plant,Urza\'s Power Plant,Urza\'s Power Plant,Urza\'s Tower,Urza\'s Tower,Urza\'s Tower,Urza\'s Tower,"Emrakul, the Promised End","Ulamog, the Ceaseless Hunger",Walking Ballista,Walking Ballista,World Breaker,Wurmcoil Engine,Wurmcoil Engine,All Is Dust,Ancient Stirrings,Ancient Stirrings,Ancient Stirrings,Ancient Stirrings,Dismember,Dismember,Sylvan Scrying,Sylvan Scrying,Sylvan Scrying,Sylvan Scrying,Chromatic Sphere,Chromatic Sphere,Chromatic Sphere,Chromatic Sphere,Chromatic Star,Chromatic Star,Chromatic Star,Chromatic Star,Expedition Map,Expedition Map,Expedition Map,Expedition Map,Karn Liberated,Karn Liberated,Karn Liberated,Karn Liberated,Oblivion Stone,Oblivion Stone,Relic of Progenitus,Relic of Progenitus,Relic of Progenitus,"Ugin, the Spirit Dragon","Ugin, the Spirit Dragon"
Cavern of Souls,Cavern of Souls,Eldrazi Temple,Eldrazi Temple,Eldrazi Temple,Eldrazi Temple,Ghost Quarter,Ghost Quarter,Ghost Quarter,Sea Gate Wreckage,Urza\'s Mine,Urza\'s Mine,Urza\'s Mine,Urza\'s Mine,Urza\'s Power Plant,Urza\'s Power Plant,Urza\'s Power Plant,Urza\'s Power Plant,Urza\'s Tower,Urza\'s Tower,Urza\'s Tower,Urza\'s Tower,Wastes,Wastes,Endbringer,Endbringer,Matter Reshaper,Matter Reshaper,Matter Reshaper,Matter Reshaper,Reality Smasher,Reality Smasher,Reality Smasher,Reality Smasher,Thought-Knot Seer,Thought-Knot Seer,Thought-Knot Seer,Thought-Knot Seer,"Ulamog, the Ceaseless Hunger",Walking Ballista,Walking Ballista,Walking Ballista,Walking Ballista,Wurmcoil Engine,All Is Dust,All Is Dust,Dismember,Dismember,Chalice of the Void,Chalice of the Void,Chalice of the Void,Chalice of the Void,Expedition Map,Expedition Map,Expedition Map,Expedition Map,Karn Liberated,Karn Liberated,Mind Stone,Mind Stone
Blackcleave Cliffs,Blackcleave Cliffs,Blackcleave Cliffs,Blackcleave Cliffs,Blood Crypt,Blood Crypt,Bloodstained Mire,Bloodstained Mire,Bloodstained Mire,Bloodstained Mire,Marsh Flats,Marsh Flats,Marsh Flats,Marsh Flats,Mountain,Mountain,Mountain,Sacred Foundry,Swamp,Swamp,Bedlam Reveler,Bedlam Reveler,Bedlam Reveler,Bedlam Reveler,Young Pyromancer,Young Pyromancer,Young Pyromancer,Young Pyromancer,Collective Brutality,Collective Brutality,Dreadbore,Faithless Looting,Faithless Looting,Faithless Looting,Faithless Looting,Fatal Push,Fatal Push,Inquisition of Kozilek,Inquisition of Kozilek,Inquisition of Kozilek,Inquisition of Kozilek,Kolaghan\'s Command,Kolaghan\'s Command,Kolaghan\'s Command,Lightning Bolt,Lightning Bolt,Lightning Bolt,Lightning Bolt,Lingering Souls,Lingering Souls,Lingering Souls,Lingering Souls,Manamorphose,Terminate,Thoughtseize,Thoughtseize,Thoughtseize,Blood Moon,Liliana of the Veil,Liliana of the Veil
City of Brass,Darkslick Shores,Darkslick Shores,Darkslick Shores,Darkslick Shores,Gemstone Mine,Gemstone Mine,Gemstone Mine,Island,Plains,Seachrome Coast,Seachrome Coast,Seachrome Coast,Seachrome Coast,Temple of Deceit,Temple of Deceit,Temple of Deceit,Temple of Deceit,Temple of Enlightenment,Temple of Enlightenment,Laboratory Maniac,Simian Spirit Guide,Simian Spirit Guide,Simian Spirit Guide,Simian Spirit Guide,Ad Nauseam,Ad Nauseam,Ad Nauseam,Ad Nauseam,Angel\'s Grace,Angel\'s Grace,Angel\'s Grace,Angel\'s Grace,Desperate Ritual,Lightning Storm,Pact of Negation,Pact of Negation,Pact of Negation,Serum Visions,Serum Visions,Serum Visions,Serum Visions,Sleight of Hand,Sleight of Hand,Sleight of Hand,Sleight of Hand,Spoils of the Vault,Spoils of the Vault,Spoils of the Vault,Lotus Bloom,Lotus Bloom,Lotus Bloom,Lotus Bloom,Pentad Prism,Pentad Prism,Pentad Prism,Phyrexian Unlife,Phyrexian Unlife,Phyrexian Unlife,Phyrexian Unlife
Cavern of Souls,Cavern of Souls,Eldrazi Temple,Eldrazi Temple,Eldrazi Temple,Eldrazi Temple,Field of Ruin,Ghost Quarter,Ghost Quarter,Sea Gate Wreckage,Urza\'s Mine,Urza\'s Mine,Urza\'s Mine,Urza\'s Mine,Urza\'s Power Plant,Urza\'s Power Plant,Urza\'s Power Plant,Urza\'s Power Plant,Urza\'s Tower,Urza\'s Tower,Urza\'s Tower,Urza\'s Tower,Wastes,Wastes,Endbringer,Endbringer,Matter Reshaper,Matter Reshaper,Matter Reshaper,Matter Reshaper,Reality Smasher,Reality Smasher,Reality Smasher,Reality Smasher,Thought-Knot Seer,Thought-Knot Seer,Thought-Knot Seer,Thought-Knot Seer,"Ulamog, the Ceaseless Hunger",Walking Ballista,Walking Ballista,Walking Ballista,Walking Ballista,All Is Dust,All Is Dust,Dismember,Dismember,Chalice of the Void,Chalice of the Void,Chalice of the Void,Chalice of the Void,Expedition Map,Expedition Map,Expedition Map,Expedition Map,Karn Liberated,Karn Liberated,Mind Stone,Mind Stone,"Ugin, the Spirit Dragon"
Blackcleave Cliffs,Blackcleave Cliffs,Blackcleave Cliffs,Blackcleave Cliffs,Blood Crypt,Blooming Marsh,Forest,Grove of the Burnwillows,Grove of the Burnwillows,Grove of the Burnwillows,Grove of the Burnwillows,Overgrown Tomb,Stomping Ground,Swamp,Swamp,Verdant Catacombs,Verdant Catacombs,Verdant Catacombs,Verdant Catacombs,Archfiend of Ifnir,Archfiend of Ifnir,Deadshot Minotaur,Deadshot Minotaur,Deadshot Minotaur,Deadshot Minotaur,Desert Cerodon,Desert Cerodon,Desert Cerodon,Desert Cerodon,Horror of the Broken Lands,Horror of the Broken Lands,Horror of the Broken Lands,Horror of the Broken Lands,Monstrous Carabid,Monstrous Carabid,Monstrous Carabid,Monstrous Carabid,Simian Spirit Guide,Simian Spirit Guide,Simian Spirit Guide,Street Wraith,Street Wraith,Street Wraith,Street Wraith,Beast Within,Beast Within,Beast Within,Demonic Dread,Demonic Dread,Demonic Dread,Kari Zev\'s Expertise,Living End,Living End,Living End,Violent Outburst,Violent Outburst,Violent Outburst,Violent Outburst,Blood Moon,Blood Moon
Ancient Ziggurat,Ancient Ziggurat,Ancient Ziggurat,Ancient Ziggurat,Cavern of Souls,Cavern of Souls,Cavern of Souls,Cavern of Souls,Horizon Canopy,Horizon Canopy,Horizon Canopy,Horizon Canopy,Plains,Seachrome Coast,Seachrome Coast,Unclaimed Territory,Unclaimed Territory,Unclaimed Territory,Unclaimed Territory,Champion of the Parish,Champion of the Parish,Champion of the Parish,Champion of the Parish,Dark Confidant,Kessig Malcontents,Kitesail Freebooter,Kitesail Freebooter,Kitesail Freebooter,Kitesail Freebooter,Mantis Rider,Mantis Rider,Mantis Rider,Mantis Rider,Meddling Mage,Meddling Mage,Meddling Mage,Meddling Mage,Noble Hierarch,Noble Hierarch,Noble Hierarch,Noble Hierarch,Phantasmal Image,Phantasmal Image,Phantasmal Image,Phantasmal Image,Reflector Mage,Reflector Mage,Reflector Mage,Reflector Mage,Thalia\'s Lieutenant,Thalia\'s Lieutenant,Thalia\'s Lieutenant,Thalia\'s Lieutenant,"Thalia, Guardian of Thraben","Thalia, Guardian of Thraben","Thalia, Guardian of Thraben",Aether Vial,Aether Vial,Aether Vial,Aether Vial
Blood Crypt,Blood Crypt,Bloodstained Mire,Bloodstained Mire,Bloodstained Mire,Bloodstained Mire,Island,Polluted Delta,Polluted Delta,Polluted Delta,Polluted Delta,Scalding Tarn,Scalding Tarn,Scalding Tarn,Steam Vents,Swamp,Watery Grave,Watery Grave,Death\'s Shadow,Death\'s Shadow,Death\'s Shadow,Death\'s Shadow,Gurmag Angler,Gurmag Angler,Snapcaster Mage,Snapcaster Mage,Snapcaster Mage,Snapcaster Mage,Street Wraith,Street Wraith,Street Wraith,Street Wraith,"Tasigur, the Golden Fang","Tasigur, the Golden Fang",Dismember,Fatal Push,Fatal Push,Fatal Push,Fatal Push,Inquisition of Kozilek,Inquisition of Kozilek,Kolaghan\'s Command,Kolaghan\'s Command,Serum Visions,Serum Visions,Serum Visions,Serum Visions,Stubborn Denial,Stubborn Denial,Stubborn Denial,Temur Battle Rage,Terminate,Thought Scour,Thought Scour,Thought Scour,Thought Scour,Thoughtseize,Thoughtseize,Thoughtseize,Thoughtseize
Blinkmoth Nexus,Blinkmoth Nexus,Blinkmoth Nexus,Blinkmoth Nexus,Darksteel Citadel,Darksteel Citadel,Darksteel Citadel,Darksteel Citadel,Inkmoth Nexus,Inkmoth Nexus,Inkmoth Nexus,Inkmoth Nexus,Mountain,Spire of Industry,Spire of Industry,Spire of Industry,Spire of Industry,Arcbound Ravager,Arcbound Ravager,Arcbound Ravager,Arcbound Ravager,Etched Champion,Etched Champion,Etched Champion,Master of Etherium,Master of Etherium,Memnite,Memnite,Ornithopter,Ornithopter,Ornithopter,Ornithopter,Signal Pest,Signal Pest,Signal Pest,Signal Pest,Steel Overseer,Steel Overseer,Steel Overseer,Steel Overseer,Vault Skirge,Vault Skirge,Vault Skirge,Vault Skirge,Galvanic Blast,Galvanic Blast,Galvanic Blast,Galvanic Blast,Cranial Plating,Cranial Plating,Cranial Plating,Cranial Plating,Mox Opal,Mox Opal,Mox Opal,Mox Opal,Springleaf Drum,Springleaf Drum,Springleaf Drum,Springleaf Drum
Forest,Forest,Grove of the Burnwillows,Grove of the Burnwillows,Grove of the Burnwillows,Grove of the Burnwillows,Sanctum of Ugin,Sea Gate Wreckage,Urza\'s Mine,Urza\'s Mine,Urza\'s Mine,Urza\'s Mine,Urza\'s Power Plant,Urza\'s Power Plant,Urza\'s Power Plant,Urza\'s Power Plant,Urza\'s Tower,Urza\'s Tower,Urza\'s Tower,Urza\'s Tower,"Ulamog, the Ceaseless Hunger","Ulamog, the Ceaseless Hunger",Walking Ballista,World Breaker,World Breaker,Wurmcoil Engine,Wurmcoil Engine,Wurmcoil Engine,Ancient Stirrings,Ancient Stirrings,Ancient Stirrings,Ancient Stirrings,Firespout,Kozilek\'s Return,Kozilek\'s Return,Sylvan Scrying,Sylvan Scrying,Sylvan Scrying,Sylvan Scrying,Chromatic Sphere,Chromatic Sphere,Chromatic Sphere,Chromatic Sphere,Chromatic Star,Chromatic Star,Chromatic Star,Chromatic Star,Expedition Map,Expedition Map,Expedition Map,Expedition Map,Karn Liberated,Karn Liberated,Karn Liberated,Karn Liberated,Oblivion Stone,Oblivion Stone,Oblivion Stone,"Ugin, the Spirit Dragon","Ugin, the Spirit Dragon"
Forest,Forest,Forest,Forest,Forest,Forest,Forest,Forest,Forest,Mountain,Stomping Ground,Stomping Ground,Stomping Ground,Verdant Catacombs,Windswept Heath,Windswept Heath,Windswept Heath,Windswept Heath,Wooded Foothills,Wooded Foothills,Wooded Foothills,Wooded Foothills,Arbor Elf,Arbor Elf,Arbor Elf,Arbor Elf,Birds of Paradise,Birds of Paradise,Bloodbraid Elf,Bloodbraid Elf,Bloodbraid Elf,Bloodbraid Elf,Courser of Kruphix,Courser of Kruphix,Courser of Kruphix,Huntmaster of the Fells,Magus of the Moon,Stormbreath Dragon,Stormbreath Dragon,Stormbreath Dragon,Stormbreath Dragon,Tireless Tracker,Tireless Tracker,Tireless Tracker,Molten Rain,Molten Rain,Molten Rain,Molten Rain,Stone Rain,Stone Rain,Stone Rain,Stone Rain,Blood Moon,Blood Moon,Blood Moon,Blood Moon,Utopia Sprawl,Utopia Sprawl,Utopia Sprawl,Utopia Sprawl
"Emeria, the Sky Ruin","Emeria, the Sky Ruin",Field of Ruin,Field of Ruin,Field of Ruin,Flagstones of Trokair,Flagstones of Trokair,Flagstones of Trokair,Flagstones of Trokair,Ghost Quarter,Ghost Quarter,Ghost Quarter,Ghost Quarter,Mistveil Plains,Mistveil Plains,Plains,Plains,Plains,Plains,Plains,Plains,Plains,Plains,Scattered Groves,Martyr of Sands,Martyr of Sands,Martyr of Sands,Martyr of Sands,Ranger of Eos,Ranger of Eos,Ranger of Eos,Ranger of Eos,Serra Ascendant,Serra Ascendant,Serra Ascendant,Serra Ascendant,Squadron Hawk,Squadron Hawk,Squadron Hawk,Squadron Hawk,Weathered Wayfarer,Day of Judgment,Day of Judgment,Day of Judgment,Day of Judgment,Path to Exile,Path to Exile,Path to Exile,Path to Exile,Proclamation of Rebirth,Proclamation of Rebirth,Banishing Light,Banishing Light,Crucible of Worlds,Gideon Jura,Gideon of the Trials,Gideon of the Trials,Gideon of the Trials,"Gideon, Ally of Zendikar",Oblivion Ring
Breeding Pool,Breeding Pool,Flooded Strand,Flooded Strand,Forest,Forest,Gavony Township,Ghost Quarter,Misty Rainforest,Misty Rainforest,Misty Rainforest,Misty Rainforest,Plains,Stirring Wildwood,Temple Garden,Temple Garden,Temple Garden,Windswept Heath,Windswept Heath,Windswept Heath,Windswept Heath,Birds of Paradise,Birds of Paradise,Birds of Paradise,Birds of Paradise,Eternal Witness,Geist of Saint Traft,Geist of Saint Traft,Knight of the Reliquary,Knight of the Reliquary,Knight of the Reliquary,Knight of the Reliquary,Noble Hierarch,Noble Hierarch,Noble Hierarch,Noble Hierarch,Qasali Pridemage,Reflector Mage,Reflector Mage,Reflector Mage,Scavenging Ooze,Scavenging Ooze,Selfless Spirit,Spell Queller,Spell Queller,Spell Queller,Spell Queller,"Thalia, Heretic Cathar","Thalia, Heretic Cathar",Voice of Resurgence,Voice of Resurgence,Voice of Resurgence,Voice of Resurgence,Collected Company,Collected Company,Collected Company,Collected Company,Path to Exile,Path to Exile,Path to Exile
